,index,Product,High,Low,Last,Avg,Volume,date,day,month,year,hour,time,datetime,weekday,days_for_aggregation,price(EUR/KWh)
796,775,PH-20190209-04(X),"19,29","-9,89","4,10",1.29,"1161,30",2019-02-09 00:00:00,9,2,2019,4,04:00:00,2019-02-09 04:00:00,5,33,0.0012900000000000001
797,776,PH-20190209-05(X),"16,90","-4,40","12,40",5.58,"503,00",2019-02-09 00:00:00,9,2,2019,5,05:00:00,2019-02-09 05:00:00,5,33,0.00558
798,777,PH-20190209-06(X),"15,66","-3,79","13,49",2.92,"241,80",2019-02-09 00:00:00,9,2,2019,6,06:00:00,2019-02-09 06:00:00,5,33,0.00292
799,778,PH-20190209-07(X),"13,30","-2,30","6,90",4.77,"291,40",2019-02-09 00:00:00,9,2,2019,7,07:00:00,2019-02-09 07:00:00,5,33,0.00477
800,779,PH-20190209-08(X),"11,00","1,80","7,40",8.11,"157,80",2019-02-09 00:00:00,9,2,2019,8,08:00:00,2019-02-09 08:00:00,5,33,0.00811
801,780,PH-20190209-09(X),"11,40","-3,50","-2,10",7.06,"118,80",2019-02-09 00:00:00,9,2,2019,9,09:00:00,2019-02-09 09:00:00,5,33,0.0070599999999999994
802,781,PH-20190209-10(X),"14,00","-0,10","0,10",2.89,"47,30",2019-02-09 00:00:00,9,2,2019,10,10:00:00,2019-02-09 10:00:00,5,33,0.00289
803,782,PH-20190209-11(X),"13,90","11,30","13,90",11.66,"38,70",2019-02-09 00:00:00,9,2,2019,11,11:00:00,2019-02-09 11:00:00,5,33,0.01166
804,783,PH-20190209-12(X),"8,10","-11,90","-10,90",-1.6,"317,80",2019-02-09 00:00:00,9,2,2019,12,12:00:00,2019-02-09 12:00:00,5,33,-0.0016
805,784,PH-20190209-13(X),"4,90","-9,20","-9,20",-4.16,"120,20",2019-02-09 00:00:00,9,2,2019,13,13:00:00,2019-02-09 13:00:00,5,33,-0.0041600000000000005
806,785,PH-20190209-14(X),"2,60","-6,30","-2,10",-2.29,"49,80",2019-02-09 00:00:00,9,2,2019,14,14:00:00,2019-02-09 14:00:00,5,33,-0.00229
807,786,PH-20190209-15(X),"2,80","-26,70","0,50",-3.15,"218,20",2019-02-09 00:00:00,9,2,2019,15,15:00:00,2019-02-09 15:00:00,5,33,-0.00315
808,787,PH-20190209-16(X),"15,80","-13,20","5,20",4.26,"308,00",2019-02-09 00:00:00,9,2,2019,16,16:00:00,2019-02-09 16:00:00,5,33,0.00426
809,788,PH-20190209-17(X),"19,50","-5,40","19,50",10.26,"348,30",2019-02-09 00:00:00,9,2,2019,17,17:00:00,2019-02-09 17:00:00,5,33,0.01026
810,789,PH-20190209-18(X),"41,90","4,70","41,90",24.39,"454,00",2019-02-09 00:00:00,9,2,2019,18,18:00:00,2019-02-09 18:00:00,5,33,0.024390000000000002
811,790,PH-20190209-19(X),"46,30","24,20","45,40",39.49,"545,20",2019-02-09 00:00:00,9,2,2019,19,19:00:00,2019-02-09 19:00:00,5,33,0.039490000000000004
812,791,PH-20190209-20(X),"45,00","20,10","40,00",33.23,"980,80",2019-02-09 00:00:00,9,2,2019,20,20:00:00,2019-02-09 20:00:00,5,33,0.033229999999999996
813,792,PH-20190209-21(X),"45,99","11,00","45,99",29.82,"762,30",2019-02-09 00:00:00,9,2,2019,21,21:00:00,2019-02-09 21:00:00,5,33,0.02982
814,793,PH-20190209-22(X),"29,00","-0,50","22,41",18.5,"473,60",2019-02-09 00:00:00,9,2,2019,22,22:00:00,2019-02-09 22:00:00,5,33,0.0185
815,794,PH-20190209-23(X),"37,00","10,50","36,89",30.33,"1404,30",2019-02-09 00:00:00,9,2,2019,23,23:00:00,2019-02-09 23:00:00,5,33,0.03033
816,795,PH-20190210-24(X),"27,70","-11,09","-11,09",6.92,"78,50",2019-02-10 00:00:00,10,2,2019,0,00:00:00,2019-02-10 00:00:00,6,34,0.00692
817,796,PH-20190210-01(X),"32,99","21,31","32,01",28.26,"787,00",2019-02-10 00:00:00,10,2,2019,1,01:00:00,2019-02-10 01:00:00,6,34,0.02826
818,797,PH-20190210-02(X),"33,89","18,30","18,30",26.47,"874,20",2019-02-10 00:00:00,10,2,2019,2,02:00:00,2019-02-10 02:00:00,6,34,0.02647
819,798,PH-20190210-03(X),"32,50","12,01","20,70",24.63,"1629,80",2019-02-10 00:00:00,10,2,2019,3,03:00:00,2019-02-10 03:00:00,6,34,0.02463
820,799,PH-20190210-04(X),"23,00","9,00","9,00",15.21,"2016,30",2019-02-10 00:00:00,10,2,2019,4,04:00:00,2019-02-10 04:00:00,6,34,0.015210000000000001
821,800,PH-20190210-05(X),"17,59","-0,90","-0,90",12.79,"918,30",2019-02-10 00:00:00,10,2,2019,5,05:00:00,2019-02-10 05:00:00,6,34,0.01279
822,801,PH-20190210-06(X),"17,20","8,70","10,10",13.41,"380,30",2019-02-10 00:00:00,10,2,2019,6,06:00:00,2019-02-10 06:00:00,6,34,0.01341
823,802,PH-20190210-07(X),"17,25","-22,80","-22,80",-4.28,"252,50",2019-02-10 00:00:00,10,2,2019,7,07:00:00,2019-02-10 07:00:00,6,34,-0.00428
824,803,PH-20190210-08(X),"18,27","-28,00","-1,60",4.28,"317,60",2019-02-10 00:00:00,10,2,2019,8,08:00:00,2019-02-10 08:00:00,6,34,0.00428
825,804,PH-20190210-09(X),"19,90","-14,90","-7,19",5.02,"170,00",2019-02-10 00:00:00,10,2,2019,9,09:00:00,2019-02-10 09:00:00,6,34,0.005019999999999999
826,805,PH-20190210-10(X),"30,20","-9,90","3,36",0.78,"536,30",2019-02-10 00:00:00,10,2,2019,10,10:00:00,2019-02-10 10:00:00,6,34,0.00078
827,806,PH-20190210-11(X),"29,70","-0,20","4,00",10.95,"224,30",2019-02-10 00:00:00,10,2,2019,11,11:00:00,2019-02-10 11:00:00,6,34,0.01095
828,807,PH-20190210-12(X),"33,10","4,40","8,10",15.01,"262,40",2019-02-10 00:00:00,10,2,2019,12,12:00:00,2019-02-10 12:00:00,6,34,0.015009999999999999
829,808,PH-20190210-13(X),"29,30","1,90","2,00",13.96,"129,90",2019-02-10 00:00:00,10,2,2019,13,13:00:00,2019-02-10 13:00:00,6,34,0.01396
830,809,PH-20190210-14(X),"30,00","5,00","9,00",10.84,"310,50",2019-02-10 00:00:00,10,2,2019,14,14:00:00,2019-02-10 14:00:00,6,34,0.01084
831,810,PH-20190210-15(X),"30,10","3,96","14,79",12.06,"316,00",2019-02-10 00:00:00,10,2,2019,15,15:00:00,2019-02-10 15:00:00,6,34,0.012060000000000001
832,811,PH-20190210-16(X),"29,20","10,10","11,60",14.82,"97,90",2019-02-10 00:00:00,10,2,2019,16,16:00:00,2019-02-10 16:00:00,6,34,0.01482
833,812,PH-20190210-17(X),"31,20","0,62","0,62",9.44,"95,00",2019-02-10 00:00:00,10,2,2019,17,17:00:00,2019-02-10 17:00:00,6,34,0.009439999999999999
834,813,PH-20190210-18(X),"42,10","5,10","16,50",16.31,"102,70",2019-02-10 00:00:00,10,2,2019,18,18:00:00,2019-02-10 18:00:00,6,34,0.016309999999999998
835,814,PH-20190210-19(X),"47,50","-4,99","-4,99",23.27,"121,30",2019-02-10 00:00:00,10,2,2019,19,19:00:00,2019-02-10 19:00:00,6,34,0.02327
836,815,PH-20190210-20(X),"45,60","-4,97","-4,97",16.75,"211,90",2019-02-10 00:00:00,10,2,2019,20,20:00:00,2019-02-10 20:00:00,6,34,0.01675
837,816,PH-20190210-21(X),"43,30","-23,49","-23,49",3.5,"144,50",2019-02-10 00:00:00,10,2,2019,21,21:00:00,2019-02-10 21:00:00,6,34,0.0035
838,817,PH-20190210-22(X),"30,50","-23,30","-15,20",-3.35,"122,10",2019-02-10 00:00:00,10,2,2019,22,22:00:00,2019-02-10 22:00:00,6,34,-0.00335
839,818,PH-20190210-23(X),"31,90","-26,56","-8,90",-1.39,"76,00",2019-02-10 00:00:00,10,2,2019,23,23:00:00,2019-02-10 23:00:00,6,34,-0.00139
840,819,PH-20190211-24(X),"46,90","38,05","43,99",43.03,"1303,30",2019-02-11 00:00:00,11,2,2019,0,00:00:00,2019-02-11 00:00:00,0,35,0.04303
841,820,PH-20190211-01(X),"0,00","-20,70","-19,99",-14.23,"117,90",2019-02-11 00:00:00,11,2,2019,1,01:00:00,2019-02-11 01:00:00,0,35,-0.01423
842,821,PH-20190211-02(X),"0,00","-36,09","-20,69",-18.3,"98,30",2019-02-11 00:00:00,11,2,2019,2,02:00:00,2019-02-11 02:00:00,0,35,-0.0183
843,822,PH-20190211-03(X),"0,00","-22,90","-20,29",-14.78,"144,40",2019-02-11 00:00:00,11,2,2019,3,03:00:00,2019-02-11 03:00:00,0,35,-0.01478
844,823,PH-20190211-04(X),"9,61","-20,29","9,61",-7.5,"106,40",2019-02-11 00:00:00,11,2,2019,4,04:00:00,2019-02-11 04:00:00,0,35,-0.0075
845,824,PH-20190211-05(X),"13,39","-20,50","11,31",0.89,"195,10",2019-02-11 00:00:00,11,2,2019,5,05:00:00,2019-02-11 05:00:00,0,35,0.0008900000000000001
846,825,PH-20190211-06(X),"8,41","-9,30","8,21",2.06,"189,90",2019-02-11 00:00:00,11,2,2019,6,06:00:00,2019-02-11 06:00:00,0,35,0.00206
847,826,PH-20190211-07(X),"51,60","32,10","51,60",39.76,"71,00",2019-02-11 00:00:00,11,2,2019,7,07:00:00,2019-02-11 07:00:00,0,35,0.03976
848,827,PH-20190211-08(X),"50,00","47,69","50,00",47.86,"27,00",2019-02-11 00:00:00,11,2,2019,8,08:00:00,2019-02-11 08:00:00,0,35,0.04786
849,828,PH-20190211-09(X),"56,71","45,60","55,01",48.66,"167,50",2019-02-11 00:00:00,11,2,2019,9,09:00:00,2019-02-11 09:00:00,0,35,0.048659999999999995
850,829,PH-20190211-10(X),"53,19","45,40","52,30",49.66,"191,60",2019-02-11 00:00:00,11,2,2019,10,10:00:00,2019-02-11 10:00:00,0,35,0.049659999999999996
851,830,PH-20190211-11(X),"52,20","42,58","45,10",47.03,"102,00",2019-02-11 00:00:00,11,2,2019,11,11:00:00,2019-02-11 11:00:00,0,35,0.04703
852,831,PH-20190211-12(X),"54,30","41,29","54,30",48.43,"82,40",2019-02-11 00:00:00,11,2,2019,12,12:00:00,2019-02-11 12:00:00,0,35,0.04843
853,832,PH-20190211-13(X),"51,00","47,50","48,80",50.12,"21,00",2019-02-11 00:00:00,11,2,2019,13,13:00:00,2019-02-11 13:00:00,0,35,0.05012
854,833,PH-20190211-14(X),"46,60","46,60","46,60",46.6,"17,00",2019-02-11 00:00:00,11,2,2019,14,14:00:00,2019-02-11 14:00:00,0,35,0.0466
855,834,PH-20190211-15(X),"56,80","46,50","52,90",51.76,"132,40",2019-02-11 00:00:00,11,2,2019,15,15:00:00,2019-02-11 15:00:00,0,35,0.05176
856,835,PH-20190211-16(X),"55,00","35,00","48,90",50.38,"327,20",2019-02-11 00:00:00,11,2,2019,16,16:00:00,2019-02-11 16:00:00,0,35,0.05038
857,836,PH-20190211-17(X),"55,00","49,10","53,05",52.22,"303,00",2019-02-11 00:00:00,11,2,2019,17,17:00:00,2019-02-11 17:00:00,0,35,0.052219999999999996
858,837,PH-20190211-18(X),"58,78","50,10","55,60",56.51,"752,30",2019-02-11 00:00:00,11,2,2019,18,18:00:00,2019-02-11 18:00:00,0,35,0.05651
859,838,PH-20190211-19(X),"60,40","53,90","58,99",57.72,"767,30",2019-02-11 00:00:00,11,2,2019,19,19:00:00,2019-02-11 19:00:00,0,35,0.05772
860,839,PH-20190211-20(X),"60,00","50,51","54,11",56.99,"805,40",2019-02-11 00:00:00,11,2,2019,20,20:00:00,2019-02-11 20:00:00,0,35,0.05699
861,840,PH-20190211-21(X),"53,90","39,60","45,40",49.59,"1309,40",2019-02-11 00:00:00,11,2,2019,21,21:00:00,2019-02-11 21:00:00,0,35,0.04959
862,841,PH-20190211-22(X),"48,90","40,20","46,91",45.39,"933,50",2019-02-11 00:00:00,11,2,2019,22,22:00:00,2019-02-11 22:00:00,0,35,0.04539
863,842,PH-20190211-23(X),"51,90","41,00","50,79",46.43,"1434,70",2019-02-11 00:00:00,11,2,2019,23,23:00:00,2019-02-11 23:00:00,0,35,0.04643
864,843,PH-20190212-24(X),"37,98","29,80","29,80",35.23,"1145,10",2019-02-12 00:00:00,12,2,2019,0,00:00:00,2019-02-12 00:00:00,1,36,0.03523
865,844,PH-20190212-01(X),"43,10","38,60","40,80",41.37,"504,60",2019-02-12 00:00:00,12,2,2019,1,01:00:00,2019-02-12 01:00:00,1,36,0.04137
866,845,PH-20190212-02(X),"41,30","36,00","37,40",38.93,"663,40",2019-02-12 00:00:00,12,2,2019,2,02:00:00,2019-02-12 02:00:00,1,36,0.03893
867,846,PH-20190212-03(X),"38,30","32,81","37,00",35.46,"1044,10",2019-02-12 00:00:00,12,2,2019,3,03:00:00,2019-02-12 03:00:00,1,36,0.03546
868,847,PH-20190212-04(X),"35,99","29,21","29,21",34.65,"433,70",2019-02-12 00:00:00,12,2,2019,4,04:00:00,2019-02-12 04:00:00,1,36,0.03465
869,848,PH-20190212-05(X),"39,29","26,01","27,46",35.01,"257,30",2019-02-12 00:00:00,12,2,2019,5,05:00:00,2019-02-12 05:00:00,1,36,0.03501
870,849,PH-20190212-06(X),"42,58","32,40","38,31",38.48,"421,90",2019-02-12 00:00:00,12,2,2019,6,06:00:00,2019-02-12 06:00:00,1,36,0.03848
871,850,PH-20190212-07(X),"51,20","37,21","43,59",46.78,"240,50",2019-02-12 00:00:00,12,2,2019,7,07:00:00,2019-02-12 07:00:00,1,36,0.04678
872,851,PH-20190212-08(X),"59,49","52,99","54,99",56.29,"213,80",2019-02-12 00:00:00,12,2,2019,8,08:00:00,2019-02-12 08:00:00,1,36,0.05629
873,852,PH-20190212-09(X),"58,55","54,30","58,55",56.52,"98,80",2019-02-12 00:00:00,12,2,2019,9,09:00:00,2019-02-12 09:00:00,1,36,0.05652
874,853,PH-20190212-10(X),"60,40","52,80","54,00",57.82,"328,80",2019-02-12 00:00:00,12,2,2019,10,10:00:00,2019-02-12 10:00:00,1,36,0.05782
875,854,PH-20190212-11(X),"59,00","52,00","54,80",55.13,"353,80",2019-02-12 00:00:00,12,2,2019,11,11:00:00,2019-02-12 11:00:00,1,36,0.055130000000000005
876,855,PH-20190212-12(X),"54,90","50,50","51,50",51.63,"326,90",2019-02-12 00:00:00,12,2,2019,12,12:00:00,2019-02-12 12:00:00,1,36,0.05163
877,856,PH-20190212-13(X),"52,50","48,60","48,60",50.68,"286,80",2019-02-12 00:00:00,12,2,2019,13,13:00:00,2019-02-12 13:00:00,1,36,0.05068
878,857,PH-20190212-14(X),"52,40","44,40","47,50",48.72,"615,70",2019-02-12 00:00:00,12,2,2019,14,14:00:00,2019-02-12 14:00:00,1,36,0.04872
879,858,PH-20190212-15(X),"53,50","41,10","45,20",47.55,"839,90",2019-02-12 00:00:00,12,2,2019,15,15:00:00,2019-02-12 15:00:00,1,36,0.047549999999999995
880,859,PH-20190212-16(X),"52,60","43,50","43,50",47.6,"901,90",2019-02-12 00:00:00,12,2,2019,16,16:00:00,2019-02-12 16:00:00,1,36,0.0476
881,860,PH-20190212-17(X),"53,80","43,00","43,20",49.79,"814,00",2019-02-12 00:00:00,12,2,2019,17,17:00:00,2019-02-12 17:00:00,1,36,0.04979
882,861,PH-20190212-18(X),"56,50","48,60","49,01",51.8,"759,60",2019-02-12 00:00:00,12,2,2019,18,18:00:00,2019-02-12 18:00:00,1,36,0.0518
883,862,PH-20190212-19(X),"55,70","48,95","52,13",51.24,"323,10",2019-02-12 00:00:00,12,2,2019,19,19:00:00,2019-02-12 19:00:00,1,36,0.05124
884,863,PH-20190212-20(X),"58,06","44,80","47,76",46.88,"323,90",2019-02-12 00:00:00,12,2,2019,20,20:00:00,2019-02-12 20:00:00,1,36,0.046880000000000005
885,864,PH-20190212-21(X),"47,01","38,80","44,61",44.43,"935,10",2019-02-12 00:00:00,12,2,2019,21,21:00:00,2019-02-12 21:00:00,1,36,0.04443
886,865,PH-20190212-22(X),"46,35","35,08","39,90",40.62,"1169,50",2019-02-12 00:00:00,12,2,2019,22,22:00:00,2019-02-12 22:00:00,1,36,0.040619999999999996
887,866,PH-20190212-23(X),"39,81","28,21","28,30",35.37,"1218,10",2019-02-12 00:00:00,12,2,2019,23,23:00:00,2019-02-12 23:00:00,1,36,0.03537
888,867,PH-20190213-24(X),"47,20","38,61","40,80",42.46,"1392,80",2019-02-13 00:00:00,13,2,2019,0,00:00:00,2019-02-13 00:00:00,2,37,0.04246
889,868,PH-20190213-01(X),"35,98","1,00","35,98",26.0,"597,60",2019-02-13 00:00:00,13,2,2019,1,01:00:00,2019-02-13 01:00:00,2,37,0.026
890,869,PH-20190213-02(X),"34,29","29,21","30,10",31.36,"1072,00",2019-02-13 00:00:00,13,2,2019,2,02:00:00,2019-02-13 02:00:00,2,37,0.03136
891,870,PH-20190213-03(X),"35,49","28,51","28,51",31.64,"996,80",2019-02-13 00:00:00,13,2,2019,3,03:00:00,2019-02-13 03:00:00,2,37,0.03164
892,871,PH-20190213-04(X),"36,31","28,70","34,89",31.66,"365,80",2019-02-13 00:00:00,13,2,2019,4,04:00:00,2019-02-13 04:00:00,2,37,0.03166
893,872,PH-20190213-05(X),"38,74","30,12","30,12",34.73,"596,90",2019-02-13 00:00:00,13,2,2019,5,05:00:00,2019-02-13 05:00:00,2,37,0.03473
894,873,PH-20190213-06(X),"36,99","30,61","34,31",34.6,"44,90",2019-02-13 00:00:00,13,2,2019,6,06:00:00,2019-02-13 06:00:00,2,37,0.0346
895,874,PH-20190213-07(X),"45,48","40,01","40,01",42.3,"19,70",2019-02-13 00:00:00,13,2,2019,7,07:00:00,2019-02-13 07:00:00,2,37,0.0423
896,875,PH-20190213-08(X),"49,29","47,90","47,90",48.39,"20,00",2019-02-13 00:00:00,13,2,2019,8,08:00:00,2019-02-13 08:00:00,2,37,0.04839
897,876,PH-20190213-09(X),"51,90","42,85","42,95",45.02,"75,50",2019-02-13 00:00:00,13,2,2019,9,09:00:00,2019-02-13 09:00:00,2,37,0.045020000000000004
898,877,PH-20190213-10(X),"50,00","41,45","42,10",43.29,"255,00",2019-02-13 00:00:00,13,2,2019,10,10:00:00,2019-02-13 10:00:00,2,37,0.04329
899,878,PH-20190213-11(X),"43,70","39,30","41,40",41.72,"422,20",2019-02-13 00:00:00,13,2,2019,11,11:00:00,2019-02-13 11:00:00,2,37,0.04172
900,879,PH-20190213-12(X),"43,10","38,95","40,30",40.44,"635,10",2019-02-13 00:00:00,13,2,2019,12,12:00:00,2019-02-13 12:00:00,2,37,0.04044
901,880,PH-20190213-13(X),"44,70","34,30","35,01",38.83,"549,20",2019-02-13 00:00:00,13,2,2019,13,13:00:00,2019-02-13 13:00:00,2,37,0.038829999999999996
902,881,PH-20190213-14(X),"45,30","33,25","38,99",39.04,"429,10",2019-02-13 00:00:00,13,2,2019,14,14:00:00,2019-02-13 14:00:00,2,37,0.03904
903,882,PH-20190213-15(X),"44,60","35,80","37,10",39.99,"546,20",2019-02-13 00:00:00,13,2,2019,15,15:00:00,2019-02-13 15:00:00,2,37,0.039990000000000005
904,883,PH-20190213-16(X),"45,80","37,80","43,50",40.35,"1109,50",2019-02-13 00:00:00,13,2,2019,16,16:00:00,2019-02-13 16:00:00,2,37,0.040350000000000004
905,884,PH-20190213-17(X),"47,90","42,95","45,45",45.03,"677,10",2019-02-13 00:00:00,13,2,2019,17,17:00:00,2019-02-13 17:00:00,2,37,0.04503
906,885,PH-20190213-18(X),"54,90","49,10","54,10",51.23,"592,20",2019-02-13 00:00:00,13,2,2019,18,18:00:00,2019-02-13 18:00:00,2,37,0.05123
907,886,PH-20190213-19(X),"57,39","51,20","56,99",53.56,"545,70",2019-02-13 00:00:00,13,2,2019,19,19:00:00,2019-02-13 19:00:00,2,37,0.05356
908,887,PH-20190213-20(X),"58,90","51,50","55,59",54.05,"965,10",2019-02-13 00:00:00,13,2,2019,20,20:00:00,2019-02-13 20:00:00,2,37,0.054049999999999994
909,888,PH-20190213-21(X),"56,90","49,20","54,78",52.62,"743,70",2019-02-13 00:00:00,13,2,2019,21,21:00:00,2019-02-13 21:00:00,2,37,0.05262
910,889,PH-20190213-22(X),"51,00","45,60","45,60",48.43,"1025,40",2019-02-13 00:00:00,13,2,2019,22,22:00:00,2019-02-13 22:00:00,2,37,0.04843
911,890,PH-20190213-23(X),"51,00","43,80","47,64",45.64,"829,80",2019-02-13 00:00:00,13,2,2019,23,23:00:00,2019-02-13 23:00:00,2,37,0.04564
912,891,PH-20190214-24(X),"45,99","38,20","44,00",43.98,"927,10",2019-02-14 00:00:00,14,2,2019,0,00:00:00,2019-02-14 00:00:00,3,38,0.04398
913,892,PH-20190214-01(X),"45,98","37,60","45,98",42.13,"584,60",2019-02-14 00:00:00,14,2,2019,1,01:00:00,2019-02-14 01:00:00,3,38,0.04213
914,893,PH-20190214-02(X),"44,10","38,30","42,51",41.17,"719,50",2019-02-14 00:00:00,14,2,2019,2,02:00:00,2019-02-14 02:00:00,3,38,0.04117
915,894,PH-20190214-03(X),"43,99","38,85","43,99",41.44,"1127,40",2019-02-14 00:00:00,14,2,2019,3,03:00:00,2019-02-14 03:00:00,3,38,0.04144
916,895,PH-20190214-04(X),"42,98","36,01","42,89",40.63,"624,30",2019-02-14 00:00:00,14,2,2019,4,04:00:00,2019-02-14 04:00:00,3,38,0.04063
917,896,PH-20190214-05(X),"41,70","38,01","39,99",39.85,"624,20",2019-02-14 00:00:00,14,2,2019,5,05:00:00,2019-02-14 05:00:00,3,38,0.039850000000000003
918,897,PH-20190214-06(X),"43,79","40,22","43,31",42.31,"179,50",2019-02-14 00:00:00,14,2,2019,6,06:00:00,2019-02-14 06:00:00,3,38,0.04231
919,898,PH-20190214-07(X),"55,22","49,01","52,51",52.82,"518,20",2019-02-14 00:00:00,14,2,2019,7,07:00:00,2019-02-14 07:00:00,3,38,0.05282
920,899,PH-20190214-08(X),"62,40","56,61","58,40",59.74,"282,80",2019-02-14 00:00:00,14,2,2019,8,08:00:00,2019-02-14 08:00:00,3,38,0.05974
921,900,PH-20190214-09(X),"63,90","58,81","60,99",61.13,"117,20",2019-02-14 00:00:00,14,2,2019,9,09:00:00,2019-02-14 09:00:00,3,38,0.061130000000000004
922,901,PH-20190214-10(X),"59,40","51,30","52,68",55.64,"611,90",2019-02-14 00:00:00,14,2,2019,10,10:00:00,2019-02-14 10:00:00,3,38,0.05564
923,902,PH-20190214-11(X),"60,76","48,80","55,60",51.77,"477,30",2019-02-14 00:00:00,14,2,2019,11,11:00:00,2019-02-14 11:00:00,3,38,0.051770000000000004
924,903,PH-20190214-12(X),"51,77","31,90","44,50",45.52,"198,50",2019-02-14 00:00:00,14,2,2019,12,12:00:00,2019-02-14 12:00:00,3,38,0.045520000000000005
925,904,PH-20190214-13(X),"43,84","40,00","43,20",42.79,"135,20",2019-02-14 00:00:00,14,2,2019,13,13:00:00,2019-02-14 13:00:00,3,38,0.04279
926,905,PH-20190214-14(X),"43,80","38,00","40,30",40.51,"400,60",2019-02-14 00:00:00,14,2,2019,14,14:00:00,2019-02-14 14:00:00,3,38,0.04051
927,906,PH-20190214-15(X),"55,89","38,50","40,20",40.84,"406,00",2019-02-14 00:00:00,14,2,2019,15,15:00:00,2019-02-14 15:00:00,3,38,0.04084
928,907,PH-20190214-16(X),"45,86","41,70","44,89",43.82,"328,40",2019-02-14 00:00:00,14,2,2019,16,16:00:00,2019-02-14 16:00:00,3,38,0.04382
929,908,PH-20190214-17(X),"50,80","46,20","50,80",48.68,"309,00",2019-02-14 00:00:00,14,2,2019,17,17:00:00,2019-02-14 17:00:00,3,38,0.04868
930,909,PH-20190214-18(X),"54,70","50,70","54,70",52.58,"469,30",2019-02-14 00:00:00,14,2,2019,18,18:00:00,2019-02-14 18:00:00,3,38,0.05258
931,910,PH-20190214-19(X),"60,00","54,20","57,98",57.41,"471,50",2019-02-14 00:00:00,14,2,2019,19,19:00:00,2019-02-14 19:00:00,3,38,0.057409999999999996
932,911,PH-20190214-20(X),"58,90","52,97","57,69",57.04,"755,80",2019-02-14 00:00:00,14,2,2019,20,20:00:00,2019-02-14 20:00:00,3,38,0.05704
933,912,PH-20190214-21(X),"55,99","51,00","55,99",53.53,"530,50",2019-02-14 00:00:00,14,2,2019,21,21:00:00,2019-02-14 21:00:00,3,38,0.05353
934,913,PH-20190214-22(X),"51,49","47,30","51,49",49.32,"710,60",2019-02-14 00:00:00,14,2,2019,22,22:00:00,2019-02-14 22:00:00,3,38,0.04932
935,914,PH-20190214-23(X),"49,00","43,51","45,60",47.2,"710,50",2019-02-14 00:00:00,14,2,2019,23,23:00:00,2019-02-14 23:00:00,3,38,0.047200000000000006
936,915,PH-20190215-24(X),"38,10","32,10","32,20",35.0,"1491,80",2019-02-15 00:00:00,15,2,2019,0,00:00:00,2019-02-15 00:00:00,4,39,0.035
937,916,PH-20190215-01(X),"45,00","40,89","40,89",43.01,"102,20",2019-02-15 00:00:00,15,2,2019,1,01:00:00,2019-02-15 01:00:00,4,39,0.04301
938,917,PH-20190215-02(X),"42,30","37,40","38,99",38.63,"253,40",2019-02-15 00:00:00,15,2,2019,2,02:00:00,2019-02-15 02:00:00,4,39,0.038630000000000005
939,918,PH-20190215-03(X),"42,00","37,50","37,80",38.58,"682,00",2019-02-15 00:00:00,15,2,2019,3,03:00:00,2019-02-15 03:00:00,4,39,0.038579999999999996
940,919,PH-20190215-04(X),"40,20","35,86","38,14",37.92,"160,10",2019-02-15 00:00:00,15,2,2019,4,04:00:00,2019-02-15 04:00:00,4,39,0.03792
941,920,PH-20190215-05(X),"41,10","36,40","41,10",39.37,"66,90",2019-02-15 00:00:00,15,2,2019,5,05:00:00,2019-02-15 05:00:00,4,39,0.039369999999999995
942,921,PH-20190215-06(X),"44,00","36,30","44,00",40.88,"91,10",2019-02-15 00:00:00,15,2,2019,6,06:00:00,2019-02-15 06:00:00,4,39,0.04088
943,922,PH-20190215-07(X),"51,03","46,41","50,30",50.17,"49,30",2019-02-15 00:00:00,15,2,2019,7,07:00:00,2019-02-15 07:00:00,4,39,0.05017
944,923,PH-20190215-08(X),"60,99","48,20","60,20",59.78,"102,40",2019-02-15 00:00:00,15,2,2019,8,08:00:00,2019-02-15 08:00:00,4,39,0.05978
945,924,PH-20190215-09(X),"59,99","53,40","59,60",59.2,"105,50",2019-02-15 00:00:00,15,2,2019,9,09:00:00,2019-02-15 09:00:00,4,39,0.0592
946,925,PH-20190215-10(X),"53,20","52,00","52,60",52.37,"75,50",2019-02-15 00:00:00,15,2,2019,10,10:00:00,2019-02-15 10:00:00,4,39,0.05237
947,926,PH-20190215-11(X),"49,20","49,20","49,20",49.2,"3,00",2019-02-15 00:00:00,15,2,2019,11,11:00:00,2019-02-15 11:00:00,4,39,0.0492
948,927,PH-20190215-12(X),"43,00","42,70","43,00",42.85,"6,00",2019-02-15 00:00:00,15,2,2019,12,12:00:00,2019-02-15 12:00:00,4,39,0.04285
949,1007,PH-20190215-12(X),"43,00","42,70","43,00",42.85,"6,00",2019-02-15 00:00:00,15,2,2019,13,13:00:00,2019-02-15 13:00:00,4,39,0.04285
950,928,PH-20190215-14(X),"41,99","41,99","41,99",41.99,"10,00",2019-02-15 00:00:00,15,2,2019,14,14:00:00,2019-02-15 14:00:00,4,39,0.04199
951,929,PH-20190215-15(X),"42,54","38,40","39,60",40.78,"173,00",2019-02-15 00:00:00,15,2,2019,15,15:00:00,2019-02-15 15:00:00,4,39,0.040780000000000004
952,930,PH-20190215-16(X),"43,10","39,90","39,90",41.4,"359,80",2019-02-15 00:00:00,15,2,2019,16,16:00:00,2019-02-15 16:00:00,4,39,0.0414
